time_key,system_key,team_key,target_resolution_hours,actual_resolution_hours,sla_breach_percentage
367,25,10,24.0,20.88,1.07
398,25,10,24.0,18.95,0.15
426,25,10,24.0,23.42,0.85
457,25,10,24.0,18.97,1.77
487,25,10,24.0,22.0,0.43
518,25,10,24.0,20.37,2.12
548,25,10,24.0,23.15,0.38
579,25,10,24.0,21.46,0.31
610,25,10,24.0,23.72,0.11
640,25,10,24.0,24.67,1.05
671,25,10,24.0,24.18,0.52
701,25,10,24.0,24.88,0.27
1,26,1,24.0,20.43,0.6
32,26,1,24.0,24.58,0.13
61,26,1,24.0,20.23,0.41
92,26,1,24.0,22.91,0.26
122,26,1,24.0,19.82,0.75
153,26,1,24.0,21.5,0.87
183,26,1,24.0,21.78,0.42
214,26,1,24.0,18.36,0.62
245,26,1,24.0,20.4,0.6
275,26,1,24.0,24.36,0.52
306,26,1,24.0,20.2,1.14
336,26,1,24.0,19.23,0.26
367,26,1,24.0,18.15,0.31
398,26,1,24.0,25.67,0.36
426,26,1,24.0,23.83,0.25
457,26,1,24.0,22.9,1.0
487,26,1,24.0,22.4,0.56
518,26,1,24.0,21.21,0.19
548,26,1,24.0,20.09,0.38
579,26,1,24.0,18.26,0.27
610,26,1,24.0,22.57,1.56
640,26,1,24.0,19.99,0.48
671,26,1,24.0,20.14,0.25
701,26,1,24.0,18.42,0.39
1,26,2,24.0,22.55,0.17
32,26,2,24.0,22.87,3.05
61,26,2,24.0,25.74,0.8
92,26,2,24.0,21.03,1.03
122,26,2,24.0,18.83,1.01
153,26,2,24.0,25.53,0.47
183,26,2,24.0,21.14,0.91
214,26,2,24.0,25.69,0.1
245,26,2,24.0,21.51,0.26
275,26,2,24.0,19.22,0.2
306,26,2,24.0,23.99,0.31
336,26,2,24.0,18.48,0.42
367,26,2,24.0,22.13,0.3
398,26,2,24.0,21.53,0.27
426,26,2,24.0,20.58,0.24
457,26,2,24.0,23.71,1.41
487,26,2,24.0,18.51,0.34
518,26,2,24.0,25.51,0.29
548,26,2,24.0,24.17,0.46
579,26,2,24.0,18.39,0.44
610,26,2,24.0,18.21,0.13
640,26,2,24.0,18.39,0.35
671,26,2,24.0,25.19,0.33
701,26,2,24.0,21.34,0.57
1,26,3,24.0,19.62,1.92
32,26,3,24.0,22.76,0.65
61,26,3,24.0,23.95,0.12
92,26,3,24.0,23.78,0.15
122,26,3,24.0,24.85,0.22
153,26,3,24.0,19.27,0.42
183,26,3,24.0,21.05,0.65
214,26,3,24.0,25.94,0.11
245,26,3,24.0,22.61,0.13
275,26,3,24.0,24.63,0.1
306,26,3,24.0,25.61,0.22
336,26,3,24.0,23.31,0.55
367,26,3,24.0,22.57,0.48
398,26,3,24.0,24.0,0.65
426,26,3,24.0,21.72,0.21
457,26,3,24.0,25.07,0.46
487,26,3,24.0,18.43,0.28
518,26,3,24.0,24.17,1.34
548,26,3,24.0,22.1,0.94
579,26,3,24.0,18.71,0.13
610,26,3,24.0,20.45,0.25
640,26,3,24.0,22.24,0.26
671,26,3,24.0,20.58,0.69
701,26,3,24.0,25.21,0.25
1,26,4,24.0,18.78,0.75
32,26,4,24.0,21.62,1.13
61,26,4,24.0,24.74,0.33
92,26,4,24.0,25.12,0.65
122,26,4,24.0,18.83,0.25
153,26,4,24.0,25.35,0.14
183,26,4,24.0,24.07,0.45
214,26,4,24.0,23.27,0.86
245,26,4,24.0,20.02,0.24
275,26,4,24.0,18.15,0.77
306,26,4,24.0,21.5,0.17
336,26,4,24.0,19.95,0.13
367,26,4,24.0,25.44,0.78
398,26,4,24.0,25.28,0.18
426,26,4,24.0,23.08,1.11
457,26,4,24.0,22.66,1.0
487,26,4,24.0,20.72,0.12
518,26,4,24.0,24.14,0.28
548,26,4,24.0,21.04,0.27
579,26,4,24.0,22.76,0.14
610,26,4,24.0,20.06,0.24
640,26,4,24.0,20.14,0.46
671,26,4,24.0,21.37,0.41
701,26,4,24.0,19.32,0.27
1,26,5,24.0,24.49,0.72
32,26,5,24.0,18.0,0.12
61,26,5,24.0,23.38,0.55
92,26,5,24.0,19.37,0.53
122,26,5,24.0,23.38,0.13
153,26,5,24.0,21.1,0.42
183,26,5,24.0,18.53,0.36
214,26,5,24.0,25.4,0.66
245,26,5,24.0,20.59,0.44
275,26,5,24.0,25.7,0.27
306,26,5,24.0,25.9,0.96
336,26,5,24.0,18.38,0.62
367,26,5,24.0,19.05,0.91
398,26,5,24.0,23.47,0.15
426,26,5,24.0,22.22,0.38
457,26,5,24.0,19.56,0.48
487,26,5,24.0,20.37,1.38
518,26,5,24.0,24.36,1.0
548,26,5,24.0,22.02,0.35
579,26,5,24.0,25.0,0.92
610,26,5,24.0,19.27,0.36
640,26,5,24.0,22.12,0.74
671,26,5,24.0,20.56,1.02
701,26,5,24.0,21.98,0.53
1,26,6,24.0,18.73,0.36
32,26,6,24.0,20.94,0.17
61,26,6,24.0,21.26,1.66
92,26,6,24.0,25.77,0.81
122,26,6,24.0,24.37,0.77
153,26,6,24.0,22.74,0.73
183,26,6,24.0,24.8,0.91
214,26,6,24.0,21.15,1.42
245,26,6,24.0,25.42,0.3
275,26,6,24.0,22.23,0.27
306,26,6,24.0,22.69,0.42
336,26,6,24.0,25.03,0.9
367,26,6,24.0,22.02,0.49
398,26,6,24.0,23.55,0.75
426,26,6,24.0,19.78,0.22
457,26,6,24.0,24.66,0.13
487,26,6,24.0,18.67,0.39
518,26,6,24.0,20.08,0.17
548,26,6,24.0,23.78,0.56
579,26,6,24.0,21.43,1.67
610,26,6,24.0,25.57,0.35
640,26,6,24.0,25.45,0.3
671,26,6,24.0,21.57,0.24
701,26,6,24.0,22.74,0.41
1,26,7,24.0,20.19,1.03
32,26,7,24.0,24.93,0.3
61,26,7,24.0,21.68,0.35
92,26,7,24.0,24.04,0.31
122,26,7,24.0,20.5,0.73
153,26,7,24.0,18.25,0.2
183,26,7,24.0,23.94,0.52
214,26,7,24.0,23.81,0.76
245,26,7,24.0,19.17,0.15
275,26,7,24.0,25.95,0.57
306,26,7,24.0,24.79,0.83
336,26,7,24.0,25.53,0.18
367,26,7,24.0,19.99,0.43
398,26,7,24.0,22.59,1.0
426,26,7,24.0,21.04,0.66
457,26,7,24.0,24.22,1.6
487,26,7,24.0,24.71,0.13
518,26,7,24.0,21.22,0.22
548,26,7,24.0,25.86,0.46
579,26,7,24.0,22.13,1.07
610,26,7,24.0,21.74,1.29
640,26,7,24.0,22.64,0.27
671,26,7,24.0,23.0,0.67
701,26,7,24.0,24.0,0.13
1,26,8,24.0,19.15,0.19
32,26,8,24.0,18.51,0.74
61,26,8,24.0,20.54,0.15
92,26,8,24.0,18.1,0.16
122,26,8,24.0,21.91,0.16
153,26,8,24.0,20.29,0.32
183,26,8,24.0,23.71,0.8
214,26,8,24.0,21.48,0.22
245,26,8,24.0,25.59,0.17
275,26,8,24.0,24.99,1.56
306,26,8,24.0,19.25,0.25
336,26,8,24.0,19.08,0.56
367,26,8,24.0,19.27,0.36
398,26,8,24.0,23.76,0.29
426,26,8,24.0,19.63,0.31
457,26,8,24.0,18.23,0.23
487,26,8,24.0,18.17,0.23
518,26,8,24.0,22.9,0.74
548,26,8,24.0,18.82,0.17
579,26,8,24.0,18.35,0.83
610,26,8,24.0,25.41,0.16
640,26,8,24.0,24.85,0.38
671,26,8,24.0,25.07,0.53
701,26,8,24.0,25.06,0.81
1,26,9,24.0,18.78,0.66
32,26,9,24.0,18.7,0.9
61,26,9,24.0,20.99,0.67
92,26,9,24.0,19.57,0.15
122,26,9,24.0,25.48,1.35
153,26,9,24.0,18.34,1.03
183,26,9,24.0,22.09,0.24
214,26,9,24.0,22.35,0.35
245,26,9,24.0,19.21,0.35
275,26,9,24.0,18.4,0.21
306,26,9,24.0,21.81,0.33
336,26,9,24.0,20.65,2.16
367,26,9,24.0,18.33,0.98
398,26,9,24.0,20.52,0.19
426,26,9,24.0,20.7,0.17
457,26,9,24.0,23.79,0.12
487,26,9,24.0,22.23,0.44
518,26,9,24.0,25.43,0.49
548,26,9,24.0,25.45,1.15
579,26,9,24.0,23.89,0.66
610,26,9,24.0,24.73,0.85
640,26,9,24.0,24.43,3.42
671,26,9,24.0,19.11,0.87
701,26,9,24.0,22.65,0.22
1,26,10,24.0,20.25,0.18
32,26,10,24.0,20.95,0.17
61,26,10,24.0,19.74,0.54
92,26,10,24.0,19.34,0.63
122,26,10,24.0,24.3,1.76
153,26,10,24.0,22.72,0.1
183,26,10,24.0,20.14,0.36
214,26,10,24.0,21.46,0.16
245,26,10,24.0,25.42,0.76
275,26,10,24.0,24.09,0.48
306,26,10,24.0,20.3,0.32
336,26,10,24.0,21.58,0.25
367,26,10,24.0,20.67,0.11
398,26,10,24.0,19.96,1.44
426,26,10,24.0,18.31,0.65
457,26,10,24.0,24.9,0.56
487,26,10,24.0,25.42,0.27
518,26,10,24.0,21.66,0.52
548,26,10,24.0,24.13,1.09
579,26,10,24.0,20.23,0.34
610,26,10,24.0,19.3,0.3
640,26,10,24.0,20.31,1.44
671,26,10,24.0,19.68,0.21
701,26,10,24.0,24.1,1.23
1,27,1,24.0,21.99,0.52
32,27,1,24.0,21.32,0.94
61,27,1,24.0,21.56,0.83
92,27,1,24.0,20.94,1.81
122,27,1,24.0,21.89,0.34
153,27,1,24.0,24.87,0.63
183,27,1,24.0,22.91,0.68
214,27,1,24.0,20.84,0.17
245,27,1,24.0,18.16,0.29
275,27,1,24.0,23.53,0.29
306,27,1,24.0,20.68,0.17
336,27,1,24.0,21.56,0.5
367,27,1,24.0,22.79,0.33
398,27,1,24.0,22.75,0.23
426,27,1,24.0,23.91,0.19
457,27,1,24.0,21.82,1.49
487,27,1,24.0,25.87,0.6
518,27,1,24.0,21.96,0.54
548,27,1,24.0,24.05,0.87
579,27,1,24.0,20.79,2.39
610,27,1,24.0,21.53,0.37
640,27,1,24.0,22.2,0.14
671,27,1,24.0,25.62,0.74
701,27,1,24.0,18.44,1.3
1,27,2,24.0,24.87,0.13
32,27,2,24.0,25.3,0.62
61,27,2,24.0,25.95,0.13
92,27,2,24.0,24.0,0.15
122,27,2,24.0,25.59,1.68
153,27,2,24.0,24.09,0.33
183,27,2,24.0,18.16,0.17
214,27,2,24.0,23.49,0.48
245,27,2,24.0,18.76,1.37
275,27,2,24.0,20.02,0.51
306,27,2,24.0,23.85,0.55
336,27,2,24.0,19.48,0.18
367,27,2,24.0,20.69,0.43
398,27,2,24.0,25.0,0.43
426,27,2,24.0,24.73,0.78
457,27,2,24.0,18.81,0.89
487,27,2,24.0,25.44,0.45
518,27,2,24.0,25.34,0.7
548,27,2,24.0,21.88,0.15
579,27,2,24.0,21.39,0.86
610,27,2,24.0,20.17,0.19
640,27,2,24.0,22.55,0.81
671,27,2,24.0,23.34,0.57
701,27,2,24.0,24.71,1.49
1,27,3,24.0,23.64,1.04
32,27,3,24.0,19.57,0.31
61,27,3,24.0,23.69,0.49
92,27,3,24.0,22.27,0.32
122,27,3,24.0,24.13,0.26
153,27,3,24.0,25.58,0.21
183,27,3,24.0,18.53,0.24
214,27,3,24.0,20.16,0.88
245,27,3,24.0,25.59,0.35
275,27,3,24.0,21.09,0.3
306,27,3,24.0,21.65,0.1
336,27,3,24.0,20.91,0.51
367,27,3,24.0,18.48,0.38
398,27,3,24.0,21.89,0.32
426,27,3,24.0,20.93,0.18
457,27,3,24.0,24.5,0.82
487,27,3,24.0,19.12,1.95
518,27,3,24.0,21.52,1.23
548,27,3,24.0,23.45,2.37
579,27,3,24.0,25.55,0.19
610,27,3,24.0,25.13,0.51
640,27,3,24.0,25.08,0.67
671,27,3,24.0,24.69,0.27
701,27,3,24.0,20.34,0.77
1,27,4,24.0,19.35,0.44
32,27,4,24.0,24.05,0.33
61,27,4,24.0,22.71,0.36
92,27,4,24.0,21.67,0.59
122,27,4,24.0,21.67,1.96
153,27,4,24.0,18.18,0.6
183,27,4,24.0,19.7,1.58
214,27,4,24.0,21.23,0.79
245,27,4,24.0,20.6,0.17
275,27,4,24.0,23.37,0.93
306,27,4,24.0,19.54,0.15
336,27,4,24.0,22.95,0.1
367,27,4,24.0,21.66,0.77
398,27,4,24.0,20.15,0.74
426,27,4,24.0,24.56,1.2
457,27,4,24.0,24.99,0.25
487,27,4,24.0,19.57,0.17
518,27,4,24.0,22.67,0.15
548,27,4,24.0,22.4,0.34
579,27,4,24.0,24.88,0.13
610,27,4,24.0,24.85,0.33
640,27,4,24.0,19.36,0.41
671,27,4,24.0,23.2,0.98
701,27,4,24.0,25.77,0.41
1,27,5,24.0,24.63,0.37
32,27,5,24.0,24.09,0.91
61,27,5,24.0,23.8,0.28
92,27,5,24.0,21.13,1.46
122,27,5,24.0,20.06,1.81
153,27,5,24.0,18.4,2.64
183,27,5,24.0,20.86,2.55
214,27,5,24.0,22.31,0.49
245,27,5,24.0,20.24,0.27
275,27,5,24.0,21.78,0.75
306,27,5,24.0,22.15,0.14
336,27,5,24.0,19.88,0.84
367,27,5,24.0,21.12,0.28
398,27,5,24.0,18.95,0.89
426,27,5,24.0,21.05,0.3
457,27,5,24.0,21.49,0.23
487,27,5,24.0,19.86,0.5
518,27,5,24.0,20.39,1.26
548,27,5,24.0,22.93,1.02
579,27,5,24.0,20.12,2.12
610,27,5,24.0,24.48,1.17
640,27,5,24.0,22.98,0.41
671,27,5,24.0,24.21,1.76
701,27,5,24.0,19.89,0.15
1,27,6,24.0,19.31,0.32
32,27,6,24.0,18.35,0.44
61,27,6,24.0,18.12,0.48
92,27,6,24.0,22.25,0.56
122,27,6,24.0,23.27,0.59
153,27,6,24.0,21.01,0.3
183,27,6,24.0,20.63,0.12
214,27,6,24.0,21.05,0.41
245,27,6,24.0,19.64,0.27
275,27,6,24.0,22.78,0.28
306,27,6,24.0,22.69,1.26
336,27,6,24.0,20.19,0.24
367,27,6,24.0,20.73,0.56
398,27,6,24.0,21.61,0.28
426,27,6,24.0,22.64,1.68
457,27,6,24.0,24.4,0.31
487,27,6,24.0,22.22,1.09
518,27,6,24.0,25.28,0.61
548,27,6,24.0,18.83,0.31
579,27,6,24.0,24.3,0.16
610,27,6,24.0,20.77,0.22
640,27,6,24.0,25.94,0.14
671,27,6,24.0,19.14,0.32
701,27,6,24.0,19.49,0.24
1,27,7,24.0,25.32,0.2
32,27,7,24.0,22.58,0.31
61,27,7,24.0,22.86,0.9
92,27,7,24.0,25.29,0.19
122,27,7,24.0,21.37,0.26
153,27,7,24.0,23.54,0.33
183,27,7,24.0,23.07,0.49
214,27,7,24.0,24.83,0.31
245,27,7,24.0,18.74,0.22
275,27,7,24.0,23.29,1.24
306,27,7,24.0,23.77,0.18
336,27,7,24.0,25.97,0.3
367,27,7,24.0,23.94,0.52
398,27,7,24.0,24.22,0.17
426,27,7,24.0,21.06,0.29
457,27,7,24.0,24.35,0.63
487,27,7,24.0,21.11,0.2
518,27,7,24.0,25.41,0.26
548,27,7,24.0,20.6,0.74
579,27,7,24.0,24.76,0.12
610,27,7,24.0,19.85,0.11
640,27,7,24.0,21.82,1.52
671,27,7,24.0,20.11,0.2
701,27,7,24.0,19.8,0.89
1,27,8,24.0,21.07,0.1
32,27,8,24.0,25.49,0.24
61,27,8,24.0,25.98,0.13
92,27,8,24.0,25.22,0.84
122,27,8,24.0,21.16,0.54
153,27,8,24.0,19.4,0.94
183,27,8,24.0,18.55,0.34
214,27,8,24.0,24.2,0.2
245,27,8,24.0,23.58,0.64
275,27,8,24.0,21.25,0.27
306,27,8,24.0,21.98,0.48
336,27,8,24.0,18.96,0.32
367,27,8,24.0,24.68,0.25
398,27,8,24.0,24.39,0.14
426,27,8,24.0,24.8,0.17
457,27,8,24.0,20.52,0.65
487,27,8,24.0,22.6,0.19
518,27,8,24.0,20.95,0.42
548,27,8,24.0,23.72,0.19
579,27,8,24.0,25.81,0.17
610,27,8,24.0,19.51,1.06
640,27,8,24.0,20.26,2.84
671,27,8,24.0,21.93,0.28
701,27,8,24.0,18.26,0.14
1,27,9,24.0,25.98,0.1
32,27,9,24.0,25.85,0.84
61,27,9,24.0,18.42,0.41
92,27,9,24.0,21.63,0.35
122,27,9,24.0,24.35,0.18
153,27,9,24.0,21.03,1.69
183,27,9,24.0,25.14,0.51
214,27,9,24.0,23.54,1.02
245,27,9,24.0,23.76,0.33
275,27,9,24.0,19.3,0.38
306,27,9,24.0,25.81,1.52
336,27,9,24.0,22.96,1.72
367,27,9,24.0,21.68,0.94
398,27,9,24.0,20.73,0.78
426,27,9,24.0,19.33,0.14
457,27,9,24.0,23.36,0.12
487,27,9,24.0,20.79,0.62
518,27,9,24.0,25.62,1.31
548,27,9,24.0,25.33,0.38
579,27,9,24.0,23.94,0.11
610,27,9,24.0,22.2,0.7
640,27,9,24.0,25.17,0.55
671,27,9,24.0,19.6,0.57
701,27,9,24.0,22.32,0.9
1,27,10,24.0,20.28,0.72
32,27,10,24.0,22.28,0.18
61,27,10,24.0,19.94,0.34
92,27,10,24.0,24.99,0.22
122,27,10,24.0,18.04,0.31
153,27,10,24.0,25.54,0.48
183,27,10,24.0,19.19,0.21
214,27,10,24.0,20.12,0.81
245,27,10,24.0,23.21,0.13
275,27,10,24.0,20.85,1.02
306,27,10,24.0,24.44,0.17
336,27,10,24.0,23.39,0.53
367,27,10,24.0,24.14,1.72
398,27,10,24.0,21.87,0.88
426,27,10,24.0,23.36,0.4
457,27,10,24.0,22.31,0.71
487,27,10,24.0,18.15,0.24
518,27,10,24.0,20.09,0.35
548,27,10,24.0,24.71,0.52
579,27,10,24.0,20.09,0.1
610,27,10,24.0,23.54,0.38
640,27,10,24.0,22.1,0.24
671,27,10,24.0,25.61,0.63
701,27,10,24.0,18.64,0.39
1,28,1,24.0,23.13,0.34
32,28,1,24.0,23.64,0.2
61,28,1,24.0,18.03,0.88
92,28,1,24.0,21.5,0.58
122,28,1,24.0,21.76,0.58
153,28,1,24.0,20.95,0.29
183,28,1,24.0,24.24,0.16
214,28,1,24.0,19.44,0.74
245,28,1,24.0,19.78,0.34
275,28,1,24.0,24.14,2.24
306,28,1,24.0,18.83,0.44
336,28,1,24.0,22.77,0.95
367,28,1,24.0,20.36,0.27
398,28,1,24.0,23.14,0.8
426,28,1,24.0,19.27,0.53
457,28,1,24.0,20.74,0.17
487,28,1,24.0,22.16,0.37
518,28,1,24.0,25.94,0.55
548,28,1,24.0,23.24,0.13
579,28,1,24.0,25.43,0.11
610,28,1,24.0,23.98,0.18
640,28,1,24.0,23.07,0.24
671,28,1,24.0,18.9,0.46
701,28,1,24.0,25.03,1.14
1,28,2,24.0,18.15,0.25
32,28,2,24.0,25.88,0.62
61,28,2,24.0,19.1,0.55
92,28,2,24.0,23.29,0.22
122,28,2,24.0,18.73,0.76
153,28,2,24.0,22.97,0.92
183,28,2,24.0,23.85,0.56
214,28,2,24.0,21.22,0.23
245,28,2,24.0,19.74,0.41
275,28,2,24.0,25.45,0.99
306,28,2,24.0,25.69,0.34
336,28,2,24.0,23.66,0.24
367,28,2,24.0,20.8,0.23
398,28,2,24.0,20.07,0.43
426,28,2,24.0,20.88,0.21
457,28,2,24.0,23.92,0.2
487,28,2,24.0,18.45,1.73
518,28,2,24.0,20.22,0.6
548,28,2,24.0,18.94,0.66
579,28,2,24.0,23.9,0.47
610,28,2,24.0,20.7,1.21
640,28,2,24.0,22.18,0.3
671,28,2,24.0,23.73,0.94
701,28,2,24.0,23.96,0.29
1,28,3,24.0,20.2,0.36
32,28,3,24.0,18.85,0.47
61,28,3,24.0,18.74,0.27
92,28,3,24.0,24.3,0.26
122,28,3,24.0,23.83,0.98
153,28,3,24.0,22.85,0.17
183,28,3,24.0,19.45,1.64
214,28,3,24.0,21.91,0.51
245,28,3,24.0,25.31,1.12
275,28,3,24.0,18.84,0.68
306,28,3,24.0,20.28,0.33
336,28,3,24.0,19.13,0.24
367,28,3,24.0,20.41,0.39
398,28,3,24.0,18.84,0.32
426,28,3,24.0,20.06,0.18
457,28,3,24.0,25.28,0.46
487,28,3,24.0,22.68,1.1
518,28,3,24.0,24.18,0.55
548,28,3,24.0,18.94,0.5
579,28,3,24.0,24.1,0.64
610,28,3,24.0,19.82,0.23
640,28,3,24.0,19.15,0.29
671,28,3,24.0,23.66,0.44
701,28,3,24.0,19.73,0.81
1,28,4,24.0,23.83,0.19
32,28,4,24.0,25.65,0.32
61,28,4,24.0,18.47,0.22
92,28,4,24.0,23.98,0.18
122,28,4,24.0,23.36,0.9
153,28,4,24.0,21.89,0.52
183,28,4,24.0,22.54,0.53
214,28,4,24.0,24.94,0.24
245,28,4,24.0,22.55,0.58
275,28,4,24.0,23.35,0.41
306,28,4,24.0,23.98,0.41
336,28,4,24.0,25.25,0.16
367,28,4,24.0,20.84,0.19
398,28,4,24.0,21.88,0.26
426,28,4,24.0,18.81,2.1
457,28,4,24.0,19.96,1.19
487,28,4,24.0,19.47,0.34
518,28,4,24.0,22.38,0.53
548,28,4,24.0,19.9,0.69
579,28,4,24.0,25.26,0.14
610,28,4,24.0,25.85,1.09
640,28,4,24.0,19.22,0.13
671,28,4,24.0,18.49,0.17
701,28,4,24.0,20.4,1.28
1,28,5,24.0,25.94,0.24
32,28,5,24.0,19.48,0.32
61,28,5,24.0,23.4,0.52
92,28,5,24.0,19.83,0.77
122,28,5,24.0,21.93,0.4
153,28,5,24.0,23.71,0.7
183,28,5,24.0,22.59,0.27
214,28,5,24.0,20.33,0.62
245,28,5,24.0,19.16,0.27
275,28,5,24.0,24.63,0.17
306,28,5,24.0,25.64,1.34
336,28,5,24.0,19.87,0.21
367,28,5,24.0,22.6,1.68
398,28,5,24.0,19.17,0.69
426,28,5,24.0,22.47,0.2
457,28,5,24.0,24.89,0.5
487,28,5,24.0,22.71,0.15
518,28,5,24.0,21.41,0.27
548,28,5,24.0,20.91,0.62
579,28,5,24.0,23.58,0.64
610,28,5,24.0,24.52,0.61
640,28,5,24.0,23.57,0.35
671,28,5,24.0,18.2,0.62
701,28,5,24.0,22.51,0.68
1,28,6,24.0,20.48,0.6
32,28,6,24.0,19.35,0.39
61,28,6,24.0,20.54,0.18
92,28,6,24.0,23.73,0.73
122,28,6,24.0,22.38,0.96
153,28,6,24.0,21.62,0.87
183,28,6,24.0,25.88,0.24
214,28,6,24.0,24.79,0.21
245,28,6,24.0,20.93,1.01
275,28,6,24.0,21.67,0.21
306,28,6,24.0,24.25,0.26
336,28,6,24.0,18.65,1.07
367,28,6,24.0,20.55,0.6
398,28,6,24.0,23.97,0.45
426,28,6,24.0,20.24,0.69
457,28,6,24.0,25.41,0.59
487,28,6,24.0,22.47,0.42
518,28,6,24.0,24.37,0.81
548,28,6,24.0,22.38,0.25
579,28,6,24.0,21.6,0.83
610,28,6,24.0,18.32,0.43
640,28,6,24.0,22.25,0.35
671,28,6,24.0,19.29,0.25
701,28,6,24.0,19.52,0.67
1,28,7,24.0,23.97,1.19
32,28,7,24.0,25.51,1.41
61,28,7,24.0,25.45,0.21
92,28,7,24.0,19.57,0.6
122,28,7,24.0,24.63,0.97
153,28,7,24.0,18.07,0.15
183,28,7,24.0,18.29,0.39
214,28,7,24.0,25.05,1.2
245,28,7,24.0,24.91,0.2
275,28,7,24.0,19.29,0.13
306,28,7,24.0,24.83,0.33
336,28,7,24.0,24.45,0.61
367,28,7,24.0,18.02,0.15
398,28,7,24.0,24.63,0.63
426,28,7,24.0,20.07,0.6
457,28,7,24.0,23.16,0.48
487,28,7,24.0,24.82,0.11
518,28,7,24.0,20.58,0.14
548,28,7,24.0,19.71,0.31
579,28,7,24.0,20.04,0.16
610,28,7,24.0,25.33,0.16
640,28,7,24.0,24.64,1.37
671,28,7,24.0,19.4,0.45
701,28,7,24.0,19.62,0.23
1,28,8,24.0,18.8,0.16
32,28,8,24.0,25.24,0.45
61,28,8,24.0,18.8,0.36
92,28,8,24.0,21.88,1.85
122,28,8,24.0,21.59,0.28
153,28,8,24.0,19.52,0.43
183,28,8,24.0,18.49,1.76
214,28,8,24.0,19.04,0.54
245,28,8,24.0,24.92,0.51
275,28,8,24.0,24.02,0.36
306,28,8,24.0,22.03,0.28
336,28,8,24.0,21.68,0.13
367,28,8,24.0,20.59,0.2
398,28,8,24.0,24.36,0.23
426,28,8,24.0,25.9,0.41
457,28,8,24.0,24.06,0.29
487,28,8,24.0,23.87,0.36
518,28,8,24.0,22.0,2.46
548,28,8,24.0,25.78,0.15
579,28,8,24.0,25.91,0.47
610,28,8,24.0,25.71,0.47
640,28,8,24.0,18.07,0.3
671,28,8,24.0,21.78,0.29
701,28,8,24.0,18.95,0.55
1,28,9,24.0,19.64,0.38
32,28,9,24.0,22.13,0.44
61,28,9,24.0,25.68,0.92
92,28,9,24.0,21.8,0.25
122,28,9,24.0,21.71,0.25
153,28,9,24.0,22.12,0.62
183,28,9,24.0,22.87,0.1
214,28,9,24.0,23.83,0.52
245,28,9,24.0,21.84,0.39
275,28,9,24.0,18.89,0.35
306,28,9,24.0,18.59,0.5
336,28,9,24.0,25.96,0.39
367,28,9,24.0,25.28,0.24
398,28,9,24.0,24.15,0.42
426,28,9,24.0,25.46,2.42
457,28,9,24.0,24.14,0.19
487,28,9,24.0,24.78,0.51
518,28,9,24.0,18.53,0.19
548,28,9,24.0,23.85,0.12
579,28,9,24.0,22.27,0.7
610,28,9,24.0,20.35,0.65
640,28,9,24.0,24.93,0.78
671,28,9,24.0,20.1,0.39
701,28,9,24.0,23.19,2.19
1,28,10,24.0,24.31,0.48
32,28,10,24.0,22.47,0.23
61,28,10,24.0,23.72,0.82
92,28,10,24.0,20.9,0.17
122,28,10,24.0,22.88,1.33
153,28,10,24.0,21.81,0.46
183,28,10,24.0,22.12,0.63
214,28,10,24.0,19.25,0.27
245,28,10,24.0,19.82,0.13
275,28,10,24.0,24.1,0.78
306,28,10,24.0,20.12,0.38
336,28,10,24.0,25.25,0.22
367,28,10,24.0,21.95,0.87
398,28,10,24.0,23.6,0.22
426,28,10,24.0,25.74,1.06
457,28,10,24.0,18.03,0.57
487,28,10,24.0,18.25,0.57
518,28,10,24.0,19.74,1.29
548,28,10,24.0,19.98,0.27
579,28,10,24.0,20.88,0.57
610,28,10,24.0,24.8,0.33
640,28,10,24.0,19.21,0.53
671,28,10,24.0,24.65,0.22
701,28,10,24.0,24.42,0.21
1,29,1,24.0,21.3,0.8
32,29,1,24.0,21.65,0.34
61,29,1,24.0,20.8,0.23
92,29,1,24.0,24.97,0.15
122,29,1,24.0,25.11,0.69
153,29,1,24.0,22.79,0.32
183,29,1,24.0,19.79,0.4
214,29,1,24.0,20.06,0.43
245,29,1,24.0,20.02,0.41
275,29,1,24.0,21.7,0.67
306,29,1,24.0,23.8,0.14
336,29,1,24.0,19.69,0.21
367,29,1,24.0,21.9,0.36
398,29,1,24.0,20.63,1.28
426,29,1,24.0,18.23,0.23
457,29,1,24.0,24.78,0.36
487,29,1,24.0,19.99,0.47
518,29,1,24.0,22.68,1.02
548,29,1,24.0,23.72,0.64
579,29,1,24.0,19.57,0.74
610,29,1,24.0,25.84,0.22
640,29,1,24.0,25.63,0.5
671,29,1,24.0,20.82,0.14
701,29,1,24.0,24.1,0.86
1,29,2,24.0,21.78,0.71
32,29,2,24.0,25.55,0.31
61,29,2,24.0,18.69,0.51
92,29,2,24.0,22.38,0.79
122,29,2,24.0,24.3,0.21
153,29,2,24.0,20.9,0.42
183,29,2,24.0,18.95,0.64
214,29,2,24.0,18.8,0.57
245,29,2,24.0,18.16,0.64
275,29,2,24.0,23.21,0.14
306,29,2,24.0,20.01,0.47
336,29,2,24.0,18.7,0.79
367,29,2,24.0,24.09,0.36
398,29,2,24.0,25.05,0.12
426,29,2,24.0,22.93,1.56
457,29,2,24.0,23.5,1.05
487,29,2,24.0,24.54,0.67
518,29,2,24.0,24.05,0.25
548,29,2,24.0,19.84,0.34
