asset_key,asset_id,system_key,team_key,purchase_date,lifecycle,utilisation
2420,ASSET_FCCA244D,29,1,2024-10-30,New,48.39
2421,ASSET_32D58E58,39,3,2024-11-08,Midlife,30.61
2422,ASSET_2E830B15,9,2,2024-02-14,New,42.21
2423,ASSET_0E9197CA,46,1,2022-07-03,New,89.8
2424,ASSET_B88BB18F,44,4,2024-01-16,End-of-life,71.7
2425,ASSET_CE05B3B4,45,8,2025-01-04,Midlife,77.93
2426,ASSET_8C9471A8,21,1,2022-05-21,End-of-life,45.99
2427,ASSET_E334731C,14,9,2023-05-16,Midlife,77.44
2428,ASSET_D6CB3928,26,9,2024-02-19,New,79.2
2429,ASSET_C2D29206,5,8,2025-03-08,New,85.57
2430,ASSET_7E68DF94,49,3,2025-05-11,End-of-life,76.23
2431,ASSET_E0539444,11,10,2025-08-05,Midlife,65.2
2432,ASSET_5430D435,30,3,2022-04-14,End-of-life,52.69
2433,ASSET_618E7EDF,37,9,2022-01-24,Midlife,77.88
2434,ASSET_87CAD00E,45,9,2025-06-19,End-of-life,73.36
2435,ASSET_60E0430F,23,8,2021-05-15,New,46.23
2436,ASSET_59DAEC5A,15,9,2021-09-26,Midlife,87.03
2437,ASSET_AE481BD8,26,9,2024-11-11,End-of-life,60.24
2438,ASSET_C0866E38,23,3,2024-03-11,End-of-life,46.57
2439,ASSET_777C955D,23,8,2020-11-03,Midlife,44.79
2440,ASSET_05E6FE99,19,2,2025-02-19,End-of-life,81.82
2441,ASSET_F509D628,1,1,2021-11-13,New,93.75
2442,ASSET_97540678,44,8,2025-02-28,New,78.35
2443,ASSET_61A13194,26,2,2020-11-11,New,32.82
2444,ASSET_5B4383AB,34,8,2024-10-18,End-of-life,81.88
2445,ASSET_1CDA9314,41,6,2020-08-20,Midlife,88.3
2446,ASSET_BEEBD6DE,7,4,2024-02-22,Midlife,48.7
2447,ASSET_5D824F7B,45,8,2022-11-16,New,79.79
2448,ASSET_F2AC735C,13,3,2020-09-09,Midlife,94.29
2449,ASSET_AFA36225,7,7,2023-05-20,Midlife,51.48
2450,ASSET_32C0D086,24,5,2024-05-28,End-of-life,32.19
2451,ASSET_BB299FC2,1,7,2021-01-11,Midlife,43.97
2452,ASSET_C93DFF87,34,3,2021-08-08,Midlife,45.44
2453,ASSET_3CC9A221,2,9,2022-10-10,Midlife,55.64
2454,ASSET_FD4D0203,36,1,2023-03-04,New,44.62
2455,ASSET_FEF85DCE,19,10,2024-07-21,End-of-life,63.77
2456,ASSET_CC84615A,48,4,2023-06-06,New,82.76
2457,ASSET_1E48FC07,26,7,2022-07-30,End-of-life,63.05
2458,ASSET_AB9A3645,28,8,2021-03-28,New,46.13
2459,ASSET_CAC1D61B,19,9,2021-08-30,New,43.45
2460,ASSET_F2C8647E,50,4,2026-01-17,Midlife,69.0
2461,ASSET_300AF850,39,7,2024-04-05,Midlife,43.12
2462,ASSET_F3C62F57,7,5,2023-07-07,Midlife,94.99
2463,ASSET_B6C48F0F,21,8,2022-01-08,End-of-life,52.02
2464,ASSET_E0F9458E,35,8,2023-01-26,End-of-life,37.55
2465,ASSET_EF151DA9,6,5,2022-06-02,Midlife,30.2
2466,ASSET_6D2AB5C7,36,9,2025-11-26,Midlife,80.84
2467,ASSET_8B891D43,17,1,2024-04-10,New,94.04
2468,ASSET_973B8EFA,37,5,2024-08-24,New,91.66
2469,ASSET_00D90099,25,10,2023-10-23,Midlife,43.82
2470,ASSET_253DFDC8,3,9,2022-06-19,Midlife,68.92
2471,ASSET_DCB515C5,39,8,2023-10-30,End-of-life,45.99
2472,ASSET_B4B7FE5B,23,4,2021-08-07,Midlife,40.37
2473,ASSET_D80139F6,14,8,2023-06-19,End-of-life,76.96
2474,ASSET_A2064A93,24,10,2023-03-26,Midlife,49.17
2475,ASSET_E367C9EA,35,2,2022-04-22,New,32.32
2476,ASSET_61CFEE1C,33,7,2023-03-27,Midlife,73.43
2477,ASSET_3D71C530,13,5,2024-07-20,New,79.41
2478,ASSET_4DAC8E0B,15,8,2022-08-02,End-of-life,46.84
2479,ASSET_5EEA49A1,49,6,2021-11-26,Midlife,87.5
2480,ASSET_8798CF03,45,5,2023-01-21,New,31.27
2481,ASSET_47EB556B,4,4,2024-12-28,Midlife,51.69
2482,ASSET_3E2ED366,49,3,2024-11-22,End-of-life,78.67
2483,ASSET_A917D972,2,4,2023-10-27,End-of-life,34.11
2484,ASSET_77117882,1,9,2024-03-27,New,60.57
2485,ASSET_4847EDC4,11,2,2021-04-24,New,60.44
2486,ASSET_801625D2,45,3,2023-05-18,New,33.6
2487,ASSET_4AD4C711,14,2,2025-02-03,End-of-life,83.37
2488,ASSET_FAAFC45F,23,2,2023-07-29,End-of-life,85.22
2489,ASSET_AB0C6B43,22,3,2021-06-14,End-of-life,65.5
2490,ASSET_E8D7B61C,21,10,2025-11-25,End-of-life,88.42
2491,ASSET_70E65CE1,23,3,2024-09-21,Midlife,33.03
2492,ASSET_AB5AD898,14,7,2025-03-20,New,82.89
2493,ASSET_98AAEA07,50,7,2023-04-02,End-of-life,30.02
2494,ASSET_8F1C9EE7,15,9,2022-03-17,Midlife,39.21
2495,ASSET_10DF2E0A,15,5,2025-04-16,Midlife,35.51
2496,ASSET_68207A2D,47,4,2024-03-14,Midlife,30.29
2497,ASSET_AF06F5DC,12,7,2023-12-06,End-of-life,78.52
2498,ASSET_3237468E,14,6,2020-08-10,New,64.84
2499,ASSET_1F4BA577,49,7,2020-09-30,Midlife,93.94
2500,ASSET_406BCF2D,14,4,2022-12-03,End-of-life,48.82
2501,ASSET_739A5898,24,9,2023-01-11,End-of-life,82.01
2502,ASSET_67F6437A,4,9,2022-09-24,End-of-life,52.1
2503,ASSET_793FB38B,11,9,2022-05-07,New,85.93
2504,ASSET_341E9F82,18,10,2021-06-30,Midlife,59.53
2505,ASSET_0F20648E,12,5,2023-02-04,Midlife,64.53
2506,ASSET_E78EE26B,17,10,2022-04-28,Midlife,56.92
2507,ASSET_1C87C6FD,25,7,2025-03-07,Midlife,93.95
2508,ASSET_BBC99523,17,7,2023-07-05,New,40.71
2509,ASSET_CD3224D9,22,3,2025-07-28,End-of-life,68.12
2510,ASSET_14243747,49,3,2022-11-02,Midlife,40.24
2511,ASSET_559A1974,2,8,2021-09-15,End-of-life,40.24
2512,ASSET_6609E78A,10,8,2025-06-26,End-of-life,34.26
2513,ASSET_54F5AACB,30,5,2020-09-27,Midlife,91.94
2514,ASSET_27AC62AE,20,2,2023-04-24,End-of-life,63.19
2515,ASSET_F035F6B9,33,2,2020-10-04,New,37.11
2516,ASSET_B1292EE8,26,6,2021-09-30,End-of-life,86.79
2517,ASSET_64E554B7,13,3,2023-04-12,End-of-life,79.89
2518,ASSET_7957875D,42,7,2024-09-09,End-of-life,54.3
2519,ASSET_93A3D3E2,40,7,2025-08-05,New,54.27
2520,ASSET_D9C523D8,7,1,2024-11-30,New,94.29
2521,ASSET_D386C42B,27,5,2024-12-17,End-of-life,74.38
2522,ASSET_BF4968D2,19,9,2021-12-18,End-of-life,61.5
2523,ASSET_C493EC0D,45,8,2024-03-11,Midlife,37.95
2524,ASSET_9E255C4E,5,8,2021-01-31,Midlife,30.83
2525,ASSET_BA68FC65,41,4,2023-03-08,End-of-life,91.21
2526,ASSET_E243C921,8,4,2023-07-10,Midlife,55.09
2527,ASSET_ED5E1306,12,9,2023-02-09,New,70.47
2528,ASSET_BDA31B2C,3,8,2021-06-13,Midlife,55.2
2529,ASSET_11218C59,42,6,2024-09-07,Midlife,41.89
2530,ASSET_3815D814,14,1,2025-05-05,New,68.61
2531,ASSET_03ABBB36,5,2,2020-10-06,New,56.1
2532,ASSET_0803787D,24,6,2021-01-11,End-of-life,52.51
2533,ASSET_A8836BA5,8,1,2022-09-21,Midlife,58.29
2534,ASSET_201121B9,47,7,2024-11-22,Midlife,75.77
2535,ASSET_92B63C00,22,4,2025-09-12,End-of-life,31.32
2536,ASSET_14BA2656,49,8,2022-07-13,New,58.7
2537,ASSET_38961055,33,9,2022-09-17,Midlife,39.62
2538,ASSET_C414B332,39,4,2023-05-31,Midlife,32.49
2539,ASSET_4C4967FF,50,7,2022-07-20,Midlife,72.78
2540,ASSET_DCAF35BB,34,10,2022-01-08,End-of-life,86.27
2541,ASSET_3E4B3824,2,8,2024-07-13,End-of-life,89.76
2542,ASSET_C1CB2E22,42,2,2025-06-12,End-of-life,77.43
2543,ASSET_9E89AA4E,47,8,2023-06-20,End-of-life,49.08
2544,ASSET_2251741A,15,7,2021-05-20,New,64.4
2545,ASSET_885F7A06,49,6,2022-02-24,New,70.71
2546,ASSET_6621355F,7,8,2023-06-17,Midlife,52.95
2547,ASSET_8B5E7CB7,36,8,2021-06-01,End-of-life,74.98
2548,ASSET_B755E931,33,8,2021-03-25,End-of-life,71.03
2549,ASSET_D818BE67,40,9,2023-10-09,End-of-life,62.84
2550,ASSET_858DF784,17,8,2022-09-24,New,49.85
2551,ASSET_20D3A9F8,2,4,2022-05-22,Midlife,51.52
2552,ASSET_E15A0923,5,7,2021-11-23,Midlife,48.51
2553,ASSET_9E779108,5,4,2022-11-05,End-of-life,85.28
2554,ASSET_839CF6A2,34,8,2024-07-23,Midlife,45.35
2555,ASSET_A80CAF24,8,4,2025-01-22,New,35.77
2556,ASSET_A1788261,41,10,2024-08-15,New,82.1
2557,ASSET_23B4D9AC,4,10,2026-01-21,End-of-life,59.43
2558,ASSET_D05FC38C,25,8,2020-12-12,End-of-life,80.2
2559,ASSET_08FD3639,37,3,2022-04-23,End-of-life,57.65
2560,ASSET_68FFA4DD,9,8,2024-07-07,Midlife,67.99
2561,ASSET_7D408F63,3,6,2022-02-10,New,76.94
2562,ASSET_08146E1C,28,3,2022-08-27,End-of-life,70.25
2563,ASSET_605377D4,46,4,2021-01-30,New,84.46
2564,ASSET_DF9720D6,17,5,2022-12-07,Midlife,33.84
2565,ASSET_C8BBB14C,2,5,2025-11-09,Midlife,49.89
2566,ASSET_D8F87FDD,23,4,2022-10-14,New,63.4
2567,ASSET_6CFFCDF2,14,1,2024-12-18,New,52.48
2568,ASSET_130353EB,43,8,2021-12-03,End-of-life,67.48
2569,ASSET_D353201E,13,10,2022-03-14,Midlife,50.16
2570,ASSET_B47F0A73,5,10,2022-03-23,End-of-life,33.26
2571,ASSET_F5236836,2,8,2022-01-07,Midlife,55.72
2572,ASSET_49AA852B,1,10,2021-01-27,Midlife,35.07
2573,ASSET_0D426959,50,3,2023-09-13,Midlife,80.59
2574,ASSET_DECBECF1,32,10,2020-10-13,End-of-life,71.29
2575,ASSET_E6C1099A,10,10,2023-01-02,New,91.2
2576,ASSET_9F43012A,20,3,2024-08-02,Midlife,71.25
2577,ASSET_D7411284,29,4,2025-06-14,New,47.96
2578,ASSET_B779D2DE,37,6,2024-11-16,New,57.83
2579,ASSET_36DD1E62,41,5,2021-01-14,Midlife,94.01
2580,ASSET_A6735D08,26,2,2022-06-08,End-of-life,37.19
2581,ASSET_6DF14EE7,50,9,2022-11-07,New,47.4
2582,ASSET_5837EBD2,27,10,2025-12-24,End-of-life,76.48
2583,ASSET_F7144DB2,44,6,2020-12-19,End-of-life,41.03
2584,ASSET_942A9B0F,37,7,2022-06-20,Midlife,84.18
2585,ASSET_82BB0178,14,4,2022-02-04,New,41.08
2586,ASSET_FAD632CC,42,2,2025-04-11,End-of-life,34.86
2587,ASSET_D1948ACB,17,7,2022-03-17,End-of-life,37.17
2588,ASSET_A8D6E0F8,5,3,2021-03-14,End-of-life,38.01
2589,ASSET_A9171FFF,13,5,2021-07-10,New,33.86
2590,ASSET_BBAEB7C9,15,7,2021-04-06,Midlife,59.84
2591,ASSET_581220ED,22,7,2021-08-20,Midlife,86.08
2592,ASSET_5579E903,28,2,2020-10-03,Midlife,72.3
2593,ASSET_30818217,50,10,2024-10-31,End-of-life,49.6
2594,ASSET_638B3679,45,6,2022-05-20,New,91.04
2595,ASSET_EC5DB771,37,3,2021-05-11,Midlife,73.77
2596,ASSET_66D8E280,12,3,2020-11-07,New,92.54
2597,ASSET_5A8A11D8,45,3,2023-03-20,End-of-life,42.82
2598,ASSET_79580AC1,7,3,2022-10-15,End-of-life,78.48
2599,ASSET_D1DCDCE5,41,9,2022-05-19,New,59.61
2600,ASSET_70BFF1F3,3,10,2022-01-18,End-of-life,38.03
2601,ASSET_DE0D96D1,49,2,2024-05-28,End-of-life,92.82
2602,ASSET_63C8152C,14,10,2021-08-18,New,88.63
2603,ASSET_337A2562,48,6,2022-08-18,New,31.57
2604,ASSET_1FE5641F,39,2,2022-03-30,Midlife,33.42
2605,ASSET_4D29FC88,33,4,2020-09-06,Midlife,61.57
2606,ASSET_AC7252B3,34,10,2023-02-09,Midlife,77.23
2607,ASSET_D1C6CC2A,9,10,2025-09-08,End-of-life,74.25
2608,ASSET_F458AC1D,4,8,2022-01-15,Midlife,92.59
2609,ASSET_26934672,30,2,2020-12-12,New,65.11
2610,ASSET_C07175D1,38,7,2021-08-27,New,32.48
2611,ASSET_D396401E,2,10,2022-12-10,End-of-life,44.22
2612,ASSET_226D9CB5,28,10,2021-09-06,Midlife,90.59
2613,ASSET_E467BFAD,26,2,2025-09-01,Midlife,78.47
2614,ASSET_4DF1FD8A,32,8,2024-10-07,New,42.08
2615,ASSET_D2908451,22,4,2022-12-14,New,78.33
2616,ASSET_C18219B2,29,7,2021-04-07,New,54.84
2617,ASSET_9A2476D4,8,4,2024-05-11,End-of-life,64.84
2618,ASSET_4146AAA0,22,8,2025-05-11,New,43.71
2619,ASSET_641FD531,24,7,2024-07-18,End-of-life,33.09
2620,ASSET_A460FFBB,6,6,2025-06-02,New,31.33
2621,ASSET_7A399943,13,9,2024-03-07,New,52.6
2622,ASSET_786EAC25,44,3,2020-11-17,Midlife,48.62
2623,ASSET_52F9B891,12,3,2021-07-16,Midlife,69.03
2624,ASSET_0B0A834A,13,10,2023-10-11,End-of-life,38.53
2625,ASSET_0EFD0294,22,1,2025-11-25,New,63.74
2626,ASSET_44BA8063,10,9,2024-03-07,New,46.77
2627,ASSET_775F4362,9,1,2023-02-18,New,50.16
2628,ASSET_BC141E6B,48,4,2021-02-05,Midlife,83.97
2629,ASSET_BB4109A3,26,3,2022-09-23,End-of-life,43.53
2630,ASSET_E9CA8109,48,1,2025-03-24,Midlife,89.65
2631,ASSET_C6EFAC17,9,3,2024-01-01,Midlife,31.56
2632,ASSET_E0C22C2B,41,7,2021-01-11,End-of-life,68.39
2633,ASSET_BEC58BF6,37,8,2021-04-27,New,46.16
2634,ASSET_9EF340C4,29,4,2022-02-03,End-of-life,66.36
2635,ASSET_3FD477EC,25,6,2026-01-12,New,32.5
2636,ASSET_D27E6A42,6,10,2021-06-02,Midlife,51.61
2637,ASSET_A779DC44,29,10,2023-07-25,End-of-life,94.01
2638,ASSET_A4C49112,32,4,2024-04-08,New,51.94
2639,ASSET_9D70EFD4,46,9,2020-08-19,Midlife,84.07
2640,ASSET_BB1E8D42,2,2,2020-09-11,Midlife,74.29
2641,ASSET_54883381,49,6,2022-02-16,New,53.88
2642,ASSET_87A8C3F3,30,5,2024-11-29,End-of-life,43.27
2643,ASSET_12D6AD92,17,5,2024-08-02,New,72.22
2644,ASSET_14EB8352,16,10,2021-07-02,Midlife,76.76
2645,ASSET_B0BFCB29,38,10,2022-07-29,Midlife,61.34
2646,ASSET_D5E814CF,20,5,2024-11-07,Midlife,54.14
2647,ASSET_9200B287,43,5,2023-03-23,New,43.8
2648,ASSET_421DE7DE,5,9,2023-11-10,End-of-life,71.93
2649,ASSET_92D8CB78,12,6,2021-01-21,New,30.1
2650,ASSET_E2A02C6B,28,5,2024-11-05,End-of-life,35.82
2651,ASSET_6B572F52,36,7,2025-01-19,New,43.47
2652,ASSET_350BFCB4,3,7,2021-05-03,New,70.3
2653,ASSET_D41CD052,30,5,2021-09-12,Midlife,40.21
2654,ASSET_FA782E42,36,9,2021-06-26,Midlife,54.81
2655,ASSET_34F4904C,6,9,2024-09-18,End-of-life,87.62
2656,ASSET_8D4D0EBD,50,3,2022-05-07,Midlife,50.33
2657,ASSET_638A20E6,10,10,2024-07-08,Midlife,77.79
2658,ASSET_428584A9,11,8,2023-05-06,Midlife,69.01
2659,ASSET_7A41F344,46,9,2024-01-12,New,87.66
2660,ASSET_D35363D3,9,4,2022-01-22,Midlife,60.96
2661,ASSET_CD184465,5,9,2024-02-06,New,90.3
2662,ASSET_021DCD9E,6,10,2024-04-05,New,78.05
2663,ASSET_1F28EA81,33,9,2024-01-09,New,57.23
2664,ASSET_13A0C7D8,4,9,2024-03-30,New,79.6
2665,ASSET_2BAB18DA,15,7,2025-10-21,End-of-life,48.89
2666,ASSET_DF845169,27,2,2024-06-19,New,86.02
2667,ASSET_AF67F5C9,17,8,2024-03-25,End-of-life,47.57
2668,ASSET_03ECD5BD,3,1,2022-10-24,New,68.55
2669,ASSET_1D5AA7DE,5,5,2024-06-08,Midlife,71.75
2670,ASSET_F280C575,2,8,2020-08-23,End-of-life,43.91
2671,ASSET_AEA1809F,31,7,2021-10-30,End-of-life,31.19
2672,ASSET_6FA03883,6,6,2021-05-11,End-of-life,52.13
2673,ASSET_95EC6F85,43,7,2023-03-20,End-of-life,73.27
2674,ASSET_6B856CD6,11,7,2021-12-11,New,44.75
2675,ASSET_5E770E07,6,5,2023-10-03,Midlife,43.73
2676,ASSET_4F84D89A,49,8,2021-12-21,New,63.31
2677,ASSET_BB6DFEB5,15,6,2021-08-31,New,51.25
2678,ASSET_81DCA942,10,6,2021-05-10,Midlife,41.17
2679,ASSET_E3CA9D68,38,2,2024-04-28,End-of-life,39.71
2680,ASSET_5FDB7E61,35,8,2024-12-15,End-of-life,48.46
2681,ASSET_FAC106D8,50,5,2025-10-10,New,41.65
2682,ASSET_08779E39,47,7,2021-01-07,End-of-life,80.22
2683,ASSET_3FDF64FE,30,7,2024-02-21,New,50.88
2684,ASSET_828FA058,20,4,2022-12-11,End-of-life,32.58
2685,ASSET_1A308580,26,6,2022-06-10,Midlife,71.73
2686,ASSET_CC781625,31,8,2024-11-26,New,60.45
2687,ASSET_D1A842E6,24,5,2025-11-20,Midlife,73.51
2688,ASSET_DCE3BA36,49,4,2021-06-23,New,36.36
2689,ASSET_ACFA048A,43,3,2023-12-16,End-of-life,90.0
2690,ASSET_E9181A91,19,10,2021-02-11,New,74.76
2691,ASSET_3D69D86A,35,2,2022-08-10,End-of-life,86.7
2692,ASSET_9033499C,49,10,2021-09-02,Midlife,75.56
2693,ASSET_6F443E05,40,6,2022-01-18,New,58.23
2694,ASSET_7117C6FA,46,9,2022-09-22,New,46.44
2695,ASSET_CE4A2938,42,1,2025-06-11,Midlife,48.41
2696,ASSET_9471073C,39,8,2022-06-10,Midlife,35.33
2697,ASSET_0A436C79,5,3,2021-08-30,New,75.26
2698,ASSET_0F8F3FDC,25,10,2021-06-20,End-of-life,84.88
2699,ASSET_54109B4F,42,7,2025-02-13,Midlife,77.29
2700,ASSET_7D267912,9,9,2024-07-31,Midlife,66.06
2701,ASSET_9CAFC061,19,9,2020-11-21,Midlife,72.97
2702,ASSET_AECB93C1,41,4,2024-01-28,New,45.73
2703,ASSET_FA71DF3D,43,3,2025-12-04,Midlife,74.4
2704,ASSET_1B6AD3A3,5,4,2022-01-26,End-of-life,56.58
2705,ASSET_B8674D36,48,4,2021-03-21,Midlife,49.43
2706,ASSET_D655CCD8,45,3,2024-09-19,Midlife,77.43
2707,ASSET_481AD79E,35,5,2023-12-01,Midlife,32.67
2708,ASSET_8AC0913D,23,8,2021-02-15,Midlife,40.06
2709,ASSET_E77C8888,4,4,2025-05-01,Midlife,53.2
2710,ASSET_5D24D53E,24,2,2025-02-14,New,65.28
2711,ASSET_04911F9F,3,9,2025-07-13,End-of-life,44.08
2712,ASSET_C91D968D,15,7,2023-09-26,Midlife,88.01
2713,ASSET_EB735506,36,7,2020-11-06,Midlife,90.56
2714,ASSET_F5EAA6B3,28,6,2023-09-22,Midlife,73.22
2715,ASSET_2D6F7BF5,28,6,2024-05-24,Midlife,68.41
2716,ASSET_ADCB6CD8,45,3,2023-12-13,Midlife,68.97
2717,ASSET_118126D5,30,10,2024-05-10,Midlife,56.76
2718,ASSET_827CC4A6,31,4,2021-11-08,Midlife,48.27
2719,ASSET_F619EED5,27,3,2021-08-08,New,31.26
2720,ASSET_9E7ECD6E,44,9,2021-05-17,End-of-life,79.82
2721,ASSET_F2CD23FC,50,8,2021-10-15,End-of-life,85.05
2722,ASSET_3CEBBDF4,18,4,2025-06-21,Midlife,78.87
2723,ASSET_AE399980,45,4,2021-05-15,Midlife,73.77
2724,ASSET_085D6704,17,4,2023-04-22,End-of-life,81.65
2725,ASSET_D63C0165,14,9,2023-11-10,End-of-life,85.5
2726,ASSET_A497D7AA,31,1,2026-01-08,Midlife,80.25
2727,ASSET_B2D99000,30,10,2025-09-26,End-of-life,59.1
2728,ASSET_B6440CB0,31,10,2023-06-11,Midlife,67.07
2729,ASSET_FEE5A783,13,3,2022-02-04,New,42.49
2730,ASSET_B30A0196,34,6,2020-11-09,New,80.01
2731,ASSET_8EE8C956,13,8,2024-01-27,Midlife,73.92
2732,ASSET_0597A470,21,4,2022-04-10,New,50.31
2733,ASSET_B4C22D8A,26,2,2025-10-25,Midlife,94.0
2734,ASSET_042B239E,25,1,2021-05-23,Midlife,75.1
2735,ASSET_EF3DAA49,2,10,2020-08-16,End-of-life,60.54
2736,ASSET_DF8B03B2,13,5,2022-02-16,New,62.51
2737,ASSET_7CC72D17,9,3,2024-11-13,New,33.29
2738,ASSET_61788904,2,8,2023-09-23,New,38.4
2739,ASSET_7BB00810,16,2,2025-08-28,Midlife,79.69
2740,ASSET_152E68A9,26,7,2023-05-25,New,42.88
2741,ASSET_4C76E9AB,19,6,2024-05-27,New,81.79
2742,ASSET_7C9B9D98,33,6,2025-04-17,End-of-life,44.14
2743,ASSET_6E46F84C,36,3,2025-12-30,New,79.64
2744,ASSET_479E85B3,35,8,2023-01-11,Midlife,67.46
2745,ASSET_2BFE5DE9,16,6,2024-05-23,New,87.73
2746,ASSET_626E02AD,9,5,2025-12-18,New,64.79
2747,ASSET_77B69772,32,8,2021-07-05,Midlife,72.27
2748,ASSET_D4915579,7,5,2025-08-12,New,72.75
2749,ASSET_1FD2EC1B,26,1,2021-05-13,End-of-life,57.97
2750,ASSET_88EB2226,18,9,2020-11-28,End-of-life,32.68
2751,ASSET_CC29C4EC,48,2,2023-08-24,End-of-life,90.28
2752,ASSET_603A1376,6,7,2020-11-16,Midlife,89.69
2753,ASSET_5988ABDD,25,7,2020-08-20,New,56.88
2754,ASSET_8FC0F15B,46,5,2025-06-26,End-of-life,57.85
2755,ASSET_A2980543,42,2,2023-06-01,End-of-life,63.37
2756,ASSET_0DC5C030,37,9,2022-09-29,End-of-life,84.68
2757,ASSET_4323D757,20,1,2023-07-15,New,42.07
2758,ASSET_97C843E0,48,3,2022-03-02,End-of-life,53.23
2759,ASSET_B0522B62,18,4,2020-10-11,Midlife,80.09
2760,ASSET_AF6D6DD0,3,4,2023-03-29,End-of-life,76.14
2761,ASSET_2516E9E8,42,9,2024-09-08,End-of-life,64.13
2762,ASSET_43A957F1,24,10,2025-08-19,New,59.87
2763,ASSET_E985C9CA,10,9,2021-01-21,End-of-life,65.97
2764,ASSET_4769C228,7,3,2024-09-28,Midlife,80.56
2765,ASSET_A55DB9D1,49,8,2024-03-24,Midlife,73.72
2766,ASSET_FD62E44D,15,9,2020-10-21,New,54.22
2767,ASSET_9BDE8BD6,41,10,2024-10-14,New,65.95
2768,ASSET_DCA906BD,23,6,2025-05-20,Midlife,30.92
2769,ASSET_17C2C52A,10,3,2023-03-01,End-of-life,53.42
2770,ASSET_58DF4CE6,46,10,2025-12-01,New,77.02
2771,ASSET_4B54C06E,27,2,2022-06-29,End-of-life,70.62
2772,ASSET_A931AD21,40,3,2021-03-13,End-of-life,53.39
2773,ASSET_24BE9480,17,7,2024-05-12,End-of-life,36.72
2774,ASSET_986C0A67,33,1,2025-01-30,New,37.05
2775,ASSET_EA1B7E17,19,5,2023-08-17,End-of-life,71.91
2776,ASSET_5A0E9826,39,3,2021-08-15,End-of-life,59.83
2777,ASSET_E9509B17,16,4,2023-04-30,New,80.53
2778,ASSET_11EFC60B,22,5,2022-12-10,New,58.33
2779,ASSET_D8C6ED28,26,1,2022-01-12,New,40.51
2780,ASSET_682D0A70,23,5,2025-03-10,End-of-life,92.12
2781,ASSET_BCF7D0C5,4,5,2021-03-17,End-of-life,87.3
2782,ASSET_20F16065,16,1,2025-09-14,Midlife,54.76
2783,ASSET_A0D8101F,10,3,2025-01-28,Midlife,58.73
2784,ASSET_F60E61A4,12,5,2021-06-27,End-of-life,90.8
2785,ASSET_A2602629,35,2,2022-10-05,Midlife,49.95
2786,ASSET_C51CD07E,22,5,2022-05-10,Midlife,83.91
2787,ASSET_53283E6C,9,1,2025-12-07,End-of-life,87.52
2788,ASSET_5B567CB3,46,2,2022-01-06,End-of-life,48.1
2789,ASSET_8F5BBB70,49,2,2023-03-08,Midlife,49.97
2790,ASSET_FF830992,21,9,2023-02-20,New,88.86
2791,ASSET_6CBC5CDA,5,5,2022-08-01,Midlife,50.53
2792,ASSET_702C39E4,2,5,2025-09-29,New,62.61
2793,ASSET_F4D4DEA3,38,8,2023-05-21,Midlife,60.89
2794,ASSET_640E5269,7,8,2023-07-25,End-of-life,64.43
2795,ASSET_C20699B5,21,1,2025-02-04,End-of-life,70.1
2796,ASSET_C97C1D7C,17,4,2022-03-13,End-of-life,41.63
2797,ASSET_CEA5AC4E,39,9,2020-09-28,End-of-life,35.98
2798,ASSET_9F73935B,44,3,2023-10-05,Midlife,33.0
2799,ASSET_F3221F7C,12,7,2022-05-02,Midlife,31.74
2800,ASSET_39F8E350,23,4,2023-07-04,Midlife,60.72
2801,ASSET_C24E9AA3,38,9,2021-09-15,End-of-life,90.51
2802,ASSET_DE615B0F,13,8,2021-03-18,New,68.37
2803,ASSET_24649594,13,7,2021-09-07,New,70.81
2804,ASSET_2CBDEFD3,33,10,2025-03-04,Midlife,91.67
2805,ASSET_68E3DCF3,33,7,2022-07-14,End-of-life,45.49
2806,ASSET_2B2EF5F3,38,5,2025-05-22,Midlife,77.41
2807,ASSET_8F1D205C,10,1,2022-06-17,End-of-life,77.57
2808,ASSET_9C54658E,11,3,2022-05-23,Midlife,48.86
2809,ASSET_D2F1AFE2,42,4,2022-06-21,End-of-life,76.14
2810,ASSET_5AB234CB,4,2,2020-12-17,Midlife,59.55
2811,ASSET_16146A89,15,9,2024-09-21,New,38.4
2812,ASSET_34F804CF,48,8,2021-12-18,Midlife,71.75
2813,ASSET_BE28A9FC,39,6,2025-04-13,Midlife,37.47
2814,ASSET_A2C6EBD1,34,2,2020-11-15,New,55.16
2815,ASSET_3A0583F3,22,5,2025-02-26,Midlife,42.91
2816,ASSET_2D3BCDB4,1,2,2023-11-04,Midlife,37.52
2817,ASSET_82792F6F,44,3,2024-10-27,End-of-life,34.7
2818,ASSET_FA5E6EAA,2,2,2025-07-29,End-of-life,63.73
2819,ASSET_EC147674,34,1,2021-06-08,End-of-life,66.23
2820,ASSET_371A88D6,34,3,2023-06-14,End-of-life,85.57
2821,ASSET_A6552503,40,8,2024-09-17,End-of-life,39.02
2822,ASSET_4289F6AC,45,10,2021-10-11,End-of-life,92.19
2823,ASSET_1F0E86EE,24,9,2025-10-12,New,33.49
2824,ASSET_70A2FC29,42,4,2026-01-02,End-of-life,88.05
2825,ASSET_C0A31CC8,40,1,2024-07-21,New,77.98
2826,ASSET_50D46B05,23,10,2025-09-26,Midlife,36.31
2827,ASSET_357BD2B1,6,2,2020-11-18,New,48.7
2828,ASSET_490CD424,3,6,2025-12-30,New,32.63
